,Artist,Song,Genre,Language,Lyrics
10,tokio hotel,übers ende der welt,Rock,de,"Wir sind durch die stadt gerannt
Haben keinen ort mehr gekannt
An dem wir nicht schon einmal waren
Wir haben alles ausprobiert
Die freiheit endet hier
Wir müssen jetzt
Durch diese wand
Verlager dein gewicht
Den abgrund siehst du nicht
Refrain:
Achtung, fertig, los und lauf
Vor uns bricht der himmel auf
Wir schaffen es zusammen
übers ende dieser welt
Die hinter uns zerfällt
Wir schauen noch mal zurück
Es ist der letzte blick
Auf alles, was für immer war
Komm, atme noch mal ein
Es kann der anfang sein
Morgen ist zum greifen nah
Verlager dein gewicht
Den abgrund siehst du nicht
Refrain
Lass uns alles hinter dir
Es gibt nichts mehr zu verlier`n
Alles hinter dir und mir
Hält uns nicht mehr auf
Verlager dein gewicht
Guck mir ins gesicht
Refrain:
Achtung, fertig, los und lauf
Vor uns bricht der himmel auf
Wir schaffen es zusammen
übers ende dieser welt
Die hinter uns zerfällt
Die hinter uns zerfällt
Die hinter uns zerfällt
Die hinter uns zerfällt
Die hinter uns zerfällt"
11,bilderbuch,om,Pop,de,"heute stehen die uhren auf strike
das auge sieht soweit der rubel reicht: tijuana
new mexico
first-class
immer hin mit uns
runter vom gas
ich sagte: ""madel
komm mit mir da hin!
bling
bling
bling und sing: rum kokos furs karma
relax and don't pay the tax""
gib dir mehr zeit
gib dir mehr zeit
gib dir mehr zeit fur dich und
gib dir mehr zeit
gib dir mehr zeit
gib dir mehr zeit fur dich und
gib dir mehr zeit
gib dir mehr zeit
gib dir mehr zeit fur dich und
gib dir mehr zeit
gib dir mehr zeit
gib dir mehr zeit fur dich und
klemens und andi haben stress
ich sage nichts. ich mache less
mit lamborghini und dem richtigen qi
quit living on dreams
mein kleines genie
ich sagte: ""madel
komm mit mir da hin!
wir sind reif
reif
reif fur die insel
rum kokos furs karma
aus
vorbei das gottliche drama!""
gib dir mehr zeit
gib dir mehr zeit
gib dir mehr zeit fur dich und
gib dir mehr zeit
gib dir mehr zeit
gib dir mehr zeit fur dich und
gib dir mehr zeit
gib dir mehr zeit
gib dir mehr zeit fur dich und
gib dir mehr zeit
gib dir mehr zeit
gib dir mehr zeit fur dich und
o m
oh
oh oh
o m
oh
oh oh
o m
oh
oh oh
o m
oh
oh oh
gib dir mehr zeit
gib dir mehr zeit
gib dir mehr zeit fur dich und
gib dir mehr zeit
gib dir mehr zeit
gib dir mehr zeit fur dich und
gib dir mehr zeit
gib dir mehr zeit
gib dir mehr zeit fur dich und
gib dir mehr zeit
gib dir mehr zeit
gib dir mehr zeit fur dich und
o m
oh
oh oh
o m
oh
oh oh
o m
oh
oh oh
o m
oh
oh oh"
12,tokio hotel,vergessene kinder,Rock,de,"ganz normaler tag
die strasse wird zum grab
die spuren sind verwischt
ne suche gibt es nicht
kalt ist die Nacht
wer friert ist zu schwach
niemand wird sie zähl'n
niemand hat sie geseh'n
einsam und verlor'n
unsichtbar gebor'n
beim ersten Schrei erfror'n
aus der Welt verbannt
Vergessene Kinder
name unbekannt
endlos weggerannt
aus der welt verbannt
vergessene kinder
sie sehn
sie fühln
verstehn
genau wie wir
sie lachen
und weinen
wollen Leben
genau wie wir
augen ohne glück
alle träume wurden erstickt
panik vor dem licht
und angst vor jedem gesicht
schuld die keinen trifft
die zeit heilt nicht
einsam und verlor'n
unsichtbar gebor'n
beim ersten Schrei erfror'n
Vergessene Kinder
name unbekannt
endlos weggerannt
aus der welt verbannt
vergessene kinder
wir sehen
wir fühlen
verstehen
genau wie ihr
wir lachen
und weinen
wollen leben
wir sehen
wir fühlen
verstehen
genau wie ihr
wir lachen
und weinen
wollen leben
genau wie ihr"
13,rammstein,klavier,Metal,de,"Sie sagen zu mir
schließ auf diese Tür
Die Neugier wird zum schrei
Was wohl dahinter sei
Hinter dieser Tür steht ein Klavier
Die Tasten sind staubig, die Saiten sind verstimmt
Hinter dieser Tür sitzt sie am Klavier
Doch sie spielt nicht mehr
Ach das ist so lang her
Refrain: Dort am Klavier
Lauschte ich ihr
Und wenn ihr spiel begann
Hielt ich den Atem an
Sie sagte zu mir
ich bleib immer bei dir
Doch es hatte nur den Schein
Sie spielt für mich allein
Ich goss ihr Blut ins Feuer meiner Wut
Ich verschloss die Tür man fragte nach ihr
Refrain: Dort am Klavier
Lauschte ich ihr
Und wenn ihr spiel begann
Hielt ich den Atem an
Dort am Klavier
Stand ich bei ihr
Es hatte den schein
Sie spielt für mich allein
Geöffnet ist die Tür ein Blick sie schreien
Ich hör die Mutter flehen der Vater schlägt auf mich ein
Man löst sie vom Klavier und niemand glaubt mir hier
das ich todkrank von Kummer und Gestank
Refrain: Dort am Klavier
Lauschte ich ihr
Und wenn ihr spiel begann
Hielt ich den Atem an
Dort am Klavier
Lauschte sie mir
Und als mein spiel begann
Hielt sie den Atem an"
14,revolverheld,unsterblich,Rock,de,"Es geht ums Hier und Jetzt
Um die Zeit in diesen Tagen
Und die Momente, die wir in uns tragen
Halt sie fest in der Hand
Denn das ist, was dir bleibt irgendwann
Die Sommerjahre
Die uns verbunden haben
Und hör auf dich selbst zu fragen
Wer deine Freunde sind in 10 Jahren
Denn das wirst du dann erfahren
Lass dich einfach fallen
Lehn dich einfach nur zurück
Nur ein kleines Stück
Die Zeit ist unsterblich
Der Moment gehört nur uns
Es ist alles vergänglich
Doch dieser Tag verbindet uns
Die Zeit ist unsterblich
Der Moment gehört nur uns
Und nichts ist vergänglich für uns
Wir fragen nicht warum
Brauchen nicht für alles Gründe
Seit wann ist seine Träume leben Sünde?
Wollen Feundschaften
Nicht einfach fallen lassen
Nicht später denken
Das wir was verpassten

Halten die Zeit an
Schreiben die eigenen Regeln
Versuchen nicht alles vorzusehen
Leben für uns und die Zeit
Und gegen eure Einsamkeit!
Lass dich einfach fallen
Lehn dich einfach nur zurück
Nur ein kleines Stück
Die Zeit ist unsterblich
Der Moment gehört nur uns
Es ist alles vergänglich
Doch dieser Tag verbindet uns
Die Zeit ist unsterblich
Der Moment gehört nur uns
Und nichts ist vergänglich für uns"
15,mark forster,flash mich,Pop,de,"wir sind schon ein
zwei jahre zusammen
und haben schon drei
vier sachen erlebt
doch bist du nur 5 minuten mal weg
ist das wie 10 jahre knast fur mich
ey du wickelst mich so leicht um deinen finger
wenn du durch deine blauen augen guckst wie immer
ich bin hypnotisiert
wenn du vorbei spazierst
dis wird jeden tag ein kleines bisschen schlimmer
flash mich nochmal
als war's das erste mal
baby
baby crash mich so oft du willst
ja bis ich nicht mehr kann
und seit du da bist sind alle lichter an
du machst dass ich nicht mehr schlafen kann
ich sehe uns zwei in alt und grau
mit weissen haaren und dickem bauch
flash mich nochmal
als war's das erste mal
wir haben schon ein
zwei kriege gefuhrt
und haben schon drei
vier zimmer demoliert
aber
weil 5 minuten ohne dich zu viel sind
bin ich auch mit 90 immer noch bei dir
ey
du wickelst mich so leicht um deinen finger
wenn du durch deine langen haare fahrst
wie immer
ich werd' unkontrolliert
wenn du vorbei spazierst
und dis wird jeden tag ein kleines bisschen schlimmer
flash mich nochmal
als war's das erste mal
baby
baby crash mich so oft du willst
ja bis ich nicht mehr kann
und seit du da bist sind alle lichter an
du machst dass ich nicht mehr schlafen kann
ich sehe uns zwei in alt und grau
mit weissen haaren und dickem bauch
flash mich nochmal
als war's das erste mal
und seit du da bist sind alle lichter an
du machst dass ich nicht mehr schlafen kann
ich sehe uns zwei
in alt und grau
mit weissen haaren und dicken bauch
flash mich nochmal
flash mich nochmal
ich sehe uns zwei
in alt und grau
mit weissen haaren und dickem bauch
flash mich nochmal
als war's das erste mal"
16,revolverheld,liebe auf distanz,Rock,de,"Du schaust mi an mit deine schönen, grossen Augen
Und eigentlich is alles klar
Es ist schon die längste Zeit vorherzusehen
Und trotzdem wird's ned wahr
Es wird ned wahr
Du bist gebunden, und I wass halt auch nie
So genau, was I eigentlich bin
Wir schauen uns nur an, und du flüsterst mir zu
Oh Baby, es hat kan Sinn
Es hat kan Sinn
Es hat kan Sinn
Oh, es is Liebe auf Distanz
Oh, das alte Thema Nummer ans
Wir wissen schon heute, was ma morgen
Wahrscheinlich versäumt hab'n
Wir wissen's, und trotzdem kommen ma heut nimmer 'zamm
Es bleibt Liebe auf Distanz, oh yeah
Das alte Thema Nummer ans
Doch es is Liebe!
Wir liegen ganz eng nebeneinander
Und vor uns flackert der Kamin
Du bist ganz I und I bin ganz du
Wir san ganz tief ineinander drin
Ganz tief in uns drin
Wir spüren ka Schwerkraft, wir schweben
Oh wir san jenseits von Zeit und Raum
So stell I ma des vor, so wünsch' I ma des
Aber leider is es nur a Traum
Es is nur a Traum
Schöner Traum
Oh, es is Liebe auf Distanz
Oh, das alte Thema Nummer ans
Wir wissen schon heute, was ma morgen
Wahrscheinlich versäumt hab'n
Oh wir wissen's, und trotzdem kommen ma heut nimmer ‚zamm
Es bleibt Liebe auf Distanz, oh yeah, aha
Das alte Thema Nummer ans, oh yeah
Doch es is Liebe!
Oh, es is Liebe auf Distanz
Oh, das alte Thema Nummer ans
Wir wissen schon heute, was ma morgen
Wahrscheinlich versäumt hab'n
Oh wir wissen's, und trotzdem kommen ma heut nimmer ‚zamm
Es bleibt Liebe auf Distanz, oh yeah, aha
Das alte Thema Nummer ans, oh yeah
Es ist traurig
Es is Liebe auf Distanz
Oh yeah, das alte Thema Nummer ans"
17,rammstein,spiel mit mir,Metal,de,"Wir teilen zimmer und das bett
Brüderlein komm sei so nett
Brüderlein komm fass mich an
Rutsch ganz dicht an mich heran
Vor dem bett ein schwarzes loch
Und hinein fällt jedes schaf
Bin schon zu alt und zähl sie doch
Denn ich find keinen schlaf
Unterm nabel im geäst
Wartet schon ein weisser traum
Brüderlein komm halt dich fest
Und schüttel mir das laub vom baum
Spiel ein spiel mit mir
Gib mir deine hand und
Spiel mit mir
Ein spiel
Spiel mit mir
Ein spiel
Spiel mit mir
Weil wir alleine sind
Spiel mit mir
Ein spiel
Vater mutter kind
Dem brüderlein schmerzt die hand
Er dreht sich wieder an die wand
Der bruder hilft mir dann und wann
Damit ich schlafen kann
Spiel ein spiel
Mit mir
Gib mir deine hand und
Spiel mit mir
Ein spiel
Spiel mit mir
Ein spiel
Spiel mit mir
Weil wir alleine sind
Spiel mit mir
Ein spiel
Vater mutter kind"
18,"bendzko, tim",beste version,Pop,de,"ich trag es noch bei mir
es gibt immer noch den takt
bin immer noch am leben
setze alles was ich hab
starre locher in den boden
mal den teufel an die wand
hab deine nummer schon gewahlt
aber du
du nimmst nicht ab
ich finde keinen grund
hatt mich selbst nicht gewahlt
fur dich wurd ich durchs feuer gehen
hab mich in allen varianten ausprobiert
mich bis ins letzte detail optimiert
das ist schon die beste version von mir
es war ein sinnloser streit
hab die alten damonen wieder aufgeweckt
kann mich so selbst kaum ertragen
diese seite von mir hielt ich so lange versteckt
hatt ich nur zwei sekunden langer
den mund nicht aufgemacht
was war aus uns geworden?
wie weit hatten wir's geschafft?
ich finde keinen grund
hatt mich selbst nicht gewahlt
fur dich wurd ich durchs feuer gehen
hab mich in allen varianten ausprobiert
mich bis ins letzte detail optimiert
das ist schon die beste version von mir
nimm mich wie ich bin
kann mich nicht noch mehr verandern
hab schon zuviele fassaden ausprobiert
nimm mich wie ich bin
kann mich nicht noch mehr verandern
aber dann werd ich dich verlieren
dann werd ich dich verlieren
verlieren
verlieren
das ist schon die beste version von mir
das ist schon die beste version von mir
das ist schon die beste version
ich finde keinen grund
hatt mich selbst nicht gewahlt
fur dich wurd ich durchs feuer gehen
hab mich in allen varianten ausprobiert
mich bis ins letzte detail optimiert
ich finde keinen grund
hatt mich selbst nicht gewahlt"
19,rammstein,wilder wein,Metal,de,"Wilder Wein-vor deinem Schloss
Wilder Wein-ich bin bereit
man meldet Ankunft-nur fuer den Koenig
Gott steh mir bei-und oeffne deine Tore
Wilder Wein-und ganz langsam
Wilder Wein-so warm und feucht
Wilder Wein-vor deinem 'Schoss'
Wilder Wein-es steht geschrieben
tief im Wasser-kreuzt man nicht
doch mein Lust-verlacht die Fluegel
Wilder Wein-wie eineTaube
Wilder Wein-so nass und heiss
Wilder Wein-vor diesem Dunkel
Wilder Wein-von Licht geheilt
es bleibt verborgen-sonst koennten wir uns wehren
ich warte auf dich-am Ende der Nacht
Wilder Wein-nur eine Traube
Wilder Wein-und bitter wie Schnee
ich warte auf dich-am Ende der Nacht
ich warte auf dich-am Ende der Nacht
ich warte auf dich-am Ende der Nacht
ich warte auf dich-am Ende der Nacht"
20,megaherz,an deinem grab,Rock,de,"Grau in grau, der Regen faellt
Ploetzlich war das Laub verwelkt,
ploetzlich war das Blut in dir gefroren
Ploetzlich war es Hebst
Die Stille drueckt,
die Erde schweigt
Auf dem Weg nach unten zeigt, 
dir die Welt noch einmal ihr Gesicht
Was wirst do sehn,
wenn das Licht erlischt,
wenn der Wind der Zeit deine Spur verwischt
Was bleibt von dir,
wenn nichts mehr ist
Nur die gottverdammte Angst,
das man dich vergisst

Wer wird an deinem Grab stehn,
wem wirst do wirklich abgehn,
wem wirst do wirklich fehln
Wer wird um dich trauern,
wer wird deinen Tod bedauern,
wenn do nicht mehr bei uns bist
Wer wird echte Traenen weinen,
wer wird gar nicht erst erscheinen
Wem wirst do wirklich fehln
Wer wird sich nach dir sehnen
Wieviele echte Traenen,
fallen dann auf dich herab
Wem glaubst do,
wirst do wirklich fehln
Wer wird noch in Jahren von dir erzaehln
Wem glaubst do, gehst do wirklich ab
Wer glaubst do, steht an deinem Grab

Wer wird an deinem Grab stehn,
wem wirst do wirklich abgehn,
wem wirst do wirklich fehln
Wer wird um dich trauern,
wer wird deinen Tod bedauern,
wenn do nicht mehr bei uns bist

Die Stille drueckt,
die Erde schweigt
Auf dem Weg nach unten zeigt, 
dir die Welt noch einmal ihr Gesicht
Was wirst do sehn,
wenn das Licht erlischt,
wenn der Wind der Zeit deine Spur verwischt
Wer ist bei dir,
wenn deine Stunde schlaegt
Wenn sich die Ruhe sanft,
um deine Schultern legt

Wer wird an deinem Grab stehn,
wem wirst do wirklich abgehn,
wem wirst do wirklich fehln
Wer wird um dich trauern,
wer wird deinen Tod bedauern,
wenn do nicht mehr bei uns bist
Wem glaubst do,
wirst do wirklich fehln
Wer wird noch in Jahren von dir erzaehln
Wem glaubst do, gehst do wirklich ab
Wer glaubst do, steht an deinem Grab"
21,tokio hotel,wenn nichts mehr geht,Rock,de,"Keiner mehr da, der mich wirklich kennt
Meine Welt bricht grad' zusammen
Und es läuft'n Happyend
Um dich weinen soll ich nicht
Ich weiß, unsterblich sind wir nicht
Aber du hast mal gesagt
refrain:
Wenn nichts mehr geht
Werd ich ein Engel sein- für dich allein
Und dir in jeder dunklen Nacht erschein'
Und dann fliegen wir weit weg von hier
Wir werden uns nie mehr verlier'n
Bis du mir das erste Mal erscheinst
Stell ich mir vor, dass du von oben
Mit den Wolken für mich weinst
Ich wart' unendlich lang auf dich
Doch so unendlich ist das nicht
Denn du hast mal gesagt
refrain
Wenn nichts mehr geht!
Denk nur an mich und du siehst
Den Engel, der neben dir fliegt
Denk nur an mich und du siehst
Den Engel, der neben dir fliegt
refrain
Wenn nichts mehr,
Wenn nichts mehr geht.
Wenn nichts mehr,
Wenn nichts mehr geht."
22,revolverheld,heimspiel,Rock,de,"du zelebrierst dich
weißt du verlierst nicht
dein Team formiert sich
das Spiel fängt an du bist bereit
du bist so heiß
willst immer mehr davon
dein Herz schlägt schneller
Fußball ist unsere Religion
das ist dein Heimspiel
Spiel deines Lebens
90 Minuten um alles zu geben wie Rock`n`Roll
Fußball ist für die Ewigkeit
das ist dein Heimspiel
Spiel deines Lebens
90 Minuten um alles zu drehen für Gewinner
Fußball ist für immer
das ist dein Heimspiel
das ist dein Heimspiel
du spielst das Spiel mit
jeden Zug davon
Adrenalin Kick
alle Zeichen stehen auf Sturm
du reißt die Arme hoch
und schreist so laut du kannst
nichts kann dich halten
Fußball ist unsere Religion
das ist dein Heimspiel
Spiel deines Lebens
90 Minuten um alles zu geben wie Rock`n`Roll
Fußball ist für die Ewigkeit
das ist dein Heimspiel
Spiel deines Lebens
90 Minuten um alles zu drehen für Gewinner
Fußball ist für immer
das ist dein Heimspiel
das ist dein Heimspiel

vertane Chancen sind längst schon vergessen
wir sind bereit uns mit den Größten zu messen
wollen alles geben für das, was wir lieben
halten zusammen, jetzt zählt nur noch siegen
wir können gewinnen, wenn wir nur dran glauben
dein Atem stockt, du schließt deine Augen
das ist dein Heimspiel
Spiel deines Lebens
90 Minuten um alles zu geben wie Rock`n`Roll
Fußball ist für die Ewigkeit
das ist dein Heimspiel
Spiel deines Lebens
90 Minuten um alles zu drehen für Gewinner
Fußball ist für immer
das ist dein Heimspiel
das ist dein Heimspiel"
